x y
1216.2753832453186 193.2148104412175
1206.7182469860127 197.50541174232313
396.4735833811566 488.8709336593032
517.0361835068852 1203.0215815919735
1500.6300571590573 897.5294346348784
612.1296530118319 1002.2687268309093
1501.1200440307985 909.1459089882125
1212.006008881896 187.95175130730402
707.6127268721797 1395.8100926498255
200.43947462828518 1313.1875439687178
207.7162486568372 1294.6778780764582
411.6068465715642 500.7453747312792
488.4652615733557 1194.6851331677847
1098.7735233895255 94.87582693029549
197.1372794565952 1304.3559778209315
1509.7541032257982 906.3663471257037
393.5757645955596 506.2077709500932
1081.2813312910519 97.89243966386216
1495.5024390752096 909.5673593056906
501.57454566170765 1195.9521047493927
690.7059909897747 1395.2464301205223
596.8012150356453 1009.2229654635194
601.0788884884682 987.3933410250223
187.79415904050214 1302.529537588002
1090.8522957500188 107.77907738722774
508.15075737628797 1190.9376507761278
694.7887454294702 1399.0013431743753
1498.431459802095 890.3278024331465
701.1760816318645 1404.8993002598588
1493.6938119672438 900.9057998061928
1099.0824818556353 107.82711684697834
1198.94950648089 218.26196257504287
1313.5887937855912 798.2818124768824
596.0100747215374 995.1849163307518
1282.0873607647436 811.3714710204156
205.76990826365034 1312.5264206228412
1198.3709200554745 195.66750880573724
502.17285822975765 1201.614354279794
190.82836823945277 1292.22099440213
498.12738567955176 1197.8559241618636
698.3859655727041 1402.5611127177688
1293.529477171894 796.0436132577323
703.2146102090243 1404.948141974342
589.1072086437026 1001.5543242408048
593.3868539675547 1011.4337401019172
1099.8380112255754 98.49930177605279
500.58722898563076 1200.586150584569
221.1045651313777 1298.4111939354436
1109.3575872433826 87.39377308680875
491.1681464097197 1196.5429607009617
186.91565323970553 1306.130098775684
499.1482664465553 1201.8187652741592
1210.4407040326632 194.02997812354178
1295.4702144855407 801.6618545194714
218.03478914048605 1307.2148310432738
1092.2945429316158 104.91162004292296
1306.7177831377753 807.5694676163503
191.87467399797782 1285.2731944087996
385.86455492353775 501.52340417251133
1307.1222331859701 789.1950889782898
600.8981655289303 1005.4586243020087
1303.2617022446652 799.9051247020495
711.9256290839696 1411.092120384042
1501.9259838206758 901.9710743258602
1099.3914265140265 103.94314553555589
1196.6992068449251 201.10088428254736
1217.2959502306583 196.70273372146025
490.23504014117555 1190.86552256965
608.5142529378808 983.5615619498473
592.2797227670554 995.9533860156746
402.70984947350684 501.7373326992719
1192.6135424100885 223.28310646836772
402.4662609989007 517.2946084868977
1095.837378401101 104.71083246226128
707.7116461135132 1413.288011978069
1509.0900530946888 895.0421572824406
1304.0066709836835 786.2432009100623
1490.1980637458562 892.0868857071171
396.7635958185032 495.8230660198143
596.0050084119046 1000.8274439830135
398.3513952049937 489.8031829036001
1203.7711665240224 197.88433296092597
1501.7152270300796 895.7816690956513
400.33670528582644 504.3627581655192
695.3185155894085 1394.4884450091215
1310.137529436946 790.4555057486464
1320.3566545070933 795.2535339855026
696.7158293510934 1411.1218170022005
1100.867363525319 89.38652639004445
398.6240493952134 491.7332906758034
